title,tag,artist,year,views,features,lyrics,id,language,image_url
Get On,pop,Yello,1999,206,,"I want you to realize
Do you know you make me rise
Make me talking to the sky
Look at you, get mystified

I want you to exercise
You should know you hypnotize
Pictures, mirrors all around
Passion, love, lost and found

Get on, get on, get on, get on, take me
Get on, get on, get on
Get on, get on, get on, get on, right now
Get on, get on, get on
Get on, get on, get on, get on, take me
Get on, get on, get on
Get on, get on, get on, get on, right now
Get on, get on, get on

I want you to exercise
You should know you hypnotize
Pictures, mirrors all around
Passion, love, lost and found
Get on, get on, get on, get on, take me
Get on, get on, get on
Get on, get on, get on, get on, right now
Get on, get on, get on
Get on, get on, get on, get on, take me
Get on, get on, get on
Get on, get on, get on, get on, right now
Get on, get on, get on

I want you to realize
Do you know you make me rise
Make me talking to the sky
Look at you, get mystified

Get on, get on, get on, get on, take me
Get on, get on, get on
Get on, get on, get on, get on, right now
Get on, get on, get on

I want you to exercise
You should know you hypnotize
Pictures, mirrors all around
Passion, love, lost and found

Get on, get on, get on, get on, take me
Get on, get on, get on
Get on, get on, get on, get on, right now
Get on, get on, get on
Get on, get on, get on, get on, take me
Get on, get on, get on
Get on, get on, get on, get on, right now
Get on, get on, get on
Get on, get on, get on, get on, take me
Get on, get on, get on
Get on, get on, get on, get on, right now
Get on, get on, get on
Get on, get on, get on, get on, take me
Get on, get on, get on
Get on, get on, get on, get on, right now
Get on, get on, get on

Get on, get on, get on, get on, take me
Get on, get on, get on
Get on, get on, get on, get on, right now
Get on, get on, get on",1994643,en,https://images.genius.com/8b163f1da1059d0dbe745fd82bebb1f3.1000x1000x1.jpg
Watch the Tears,pop,Lesley Duncan,1974,15,,"
It's cold alone so far from home
Will I ever see, what my life has made of me?
I win and lose, don't seem to choose
Will I ever know, why I let the best things go?


Watch the tears come falling down
See me hang my head in shame
It hurt me more to see you cry
Oh, I really tried not to hurt you that way again


It's all the same, a foolish game
Crying as I leave, worried by the webs I'll weave
If we were wise, in love we'd rise
Still we fall in love, and it's the fall I'm thinking of


Watch the tears come falling down
See me hang my head in shame
It hurt me more to see you cry
Oh, I really tried not to hurt you that way again

Watch the tears come falling down
See me hang my head in shame
It hurt me more to see you cry
Oh, I really tried not to hurt you that way again
Oh, won't you watch the tears come falling down
And see me, see me hang my head in shame
It hurt me, it hurt me more to see you cry
I really tried not to hurt you that way again",6742400,en,https://images.genius.com/e2596823fd9293f5c37d64760db129be.600x600x1.jpg
The Sound,pop,Miles Benjamin Anthony Robinson,2009,1970,,"Sometimes it fills you up
Most times it lets you down
Right when we woke up
There was nothing much on around
Do you remember the sound?

A pervert and a priest
Were swimming in the yeast
Well the sick kid, Jim, said, ""yr soul's so thin""
""There's a slick skim upon your skin""
Father replied, ""Well, I never eat.""

You can blame yourself
Or name everyone else

Why try to hang on to anyone else?
It's a hard enough time just trying to hang
Yourself
I said ""Why would I try to hang on to anyone else?""
I had a hard enough time just trying to hang myself
Most times it wants you back
Right when you let it go
Right when we woke up, everything was blown
Kid you'll never know

And you can blame yourself
Or name everyone else

I'm just trying to hang myself

Right when we woke up
Everything was dying down
Do you remember the sound?
Do you remember the sound?",1546095,en,https://images.genius.com/fe0c6e4d40c6f02bccc6a29a963f390e.900x900x1.jpg
Jealous Heart,pop,Al Morgan,1949,42,,"Jealous heart, oh jealous heart, stop beating
Can't you see the damage you have done
You have driven her away forever
Jealous heart, now I'm the lonely one

I was part of everything she planned for
And I know she loved me at the start
Now she hates the sight of all I stand for
All because of you, old jealous heart

Through the years her memory will haunt me
Even though we're many miles apart
It's so hard to know she'll never want me
'Cause she's heard your beating jealous heart",5561557,en,https://images.genius.com/1e196ebbff81f06570cc4d4e0934b142.599x599x1.jpg
Carry This Picture,rock,Dashboard Confessional,2003,1990,,"Carry this picture for luck
Kept in a locket, tucked in your collar, close to your chest
Make it a secret, shown to the closest friends
And meet me at quarter to seven
The sun will still shine then, at this time of year
We'll head to the inlet
And we'll share a bottle there

And color the coast with your smile
It's the most genuine thing I've ever seen
I was so lost, but now I believe

And follow me south of the big docks, where they tether the boats
The rich men revere as so important, they hire our fathers to steer
And down to the edge of the water, where we'll spill our guts, and we'll name our fears
I'll give you this picture
Keep it and don't be scared

And color the coast with your smile
It's the most genuine thing I've ever seen
I was so lost, but now I believe in the coast
Your smile is the most genuine thing I've ever seen
I was so lost, but now I believe
Now I believe
Now I believe
Now I believe",1286911,en,https://images.genius.com/98239e864384c380dfd08f6a7d676fd1.1000x1000x1.png
Hollywood,pop,Jukebox the Ghost,2014,3942,,"
If all the world's a stage
Then you're my favorite actress
If all of life's a game
I sure could use the practice
I wouldn't call this a love song


You want me pounding on the church doors
Singing from a street light
Oh it's the kind of love that doesn't exist anymore
You want Hollywood
And this is real life
I want to kiss to you in the pouring rain
I say I loved you from the first time I saw you
It's a surefire way to get your heart to break
That's Hollywood
And this is real life
You want Hollywood


If all the world's a stage
Then you're my favorite actress
If all of life's a game
I sure could use the practice
Oh, I wouldn't call this a love song

You want me pounding on the church doors
Singing from a street light
Oh it's the kind of love that doesn't exist anymore
You want Hollywood
And this is real life
I want to kiss to you in the pouring rain
I say I loved you from the first time I saw you
It's a sure fire way to get your heart to break
That's Hollywood
And this is real life
You want Hollywood
And this is real life




You want me pounding on the church doors
Singing from a street light
Oh it's the kind of love that doesn't exist anymore
You want Hollywood
And this is real life
I want to kiss to you in the pouring rain
I say I loved you from the first time I saw you
It's a sure fire way to get your heart to break
That's Hollywood
And this is real life
You want Hollywood
And this is real life",1861353,en,https://images.genius.com/372c3e001e13713d984f754be1a85a11.600x600x1.jpg
Back Down the River,pop,John Martyn,1971,685,,"I know that we're going to be together, you and me

For more than a rhyme or two, your time belongs to me
Rowing back down my river
Chasing my tail to the sea;
Rowing back down my river
Trying my best to be me

Watching your crazy ways and all the lazy days
Digging you more and more, the more I see your face
Rowing back down my river
Trying my best to be free;
Rowing back down my river
Chasing my tail to the sea

Watching the simple things to help me grow along
Loving the notes you bring to help me sing my song
Rowing back down my river
Trying my best to be me;
Rowing back down my river
Singing my songs to the sea
I know that we're going to be together, you and me
For more than a time or two, your rhymes belong to me
Rowing back down my river
Chasing my tail to the sea;
Rowing back down my river
Trying my best to be me",1768065,en,https://images.genius.com/92d37f019e562370857ae2969d3cd8ed.600x599x1.jpg
Clockwork,rock,Northlane,2021,8949,,"
I'm running out of time
I'm running out, I'm running on a feeling so
I'm running out of time
I'm running out, I'm running on a feeling so, oh
I'm running out, I'm running on a feeling so


These are lonely words, barely on the page
I've a million thoughts, but I can't let them escape
I've got this barrier, screaming ""Inferior""
Am I a saboteur lost in the fear that I'm destined to fail?
That I'll derail the dream
I've got nothing to show, but the show must go on
I wish I had the energy


I'm running out, I'm running on a feeling so, oh
I'm running out, I'm running on a feeling so


I'm running out of time
I'm running out, I'm running on a feeling so
I'm running out of time
I'm running out, I'm running out of
So empty, so empty
I'm so empty, so empty
I'm running out of time
I'm running out of time

Help me see the rainbow
Help me see the rainbow through the clouded eyes
I'm in half the mind to leave it all behind
Help me see the rainbow


I can't find a pulse, and it's getting cold
Help me see the rainbow


I'm running out of time
I'm running out, I'm running on a feeling so
I'm running out of time
I'm running out, I'm running out of
So empty, so empty
I'm so empty, so empty
I'm running out of time
I'm running out of time


I'm running out of time
Yeah",6575754,en,https://images.genius.com/d7ab5ade92d3c51925cd783357c7d2de.877x877x1.png
Ginger Snaps,pop,Britta Phillips & Dean Wareham,2015,56,,"When the cowboy sings
When the Saturn rings
When the ginger snaps
When the thunder claps

You can cut my hair
You can fill my cup
You can tell me lies
You can make it up
We're gonna make it after all

I don't need to know who's right or wrong
Its not a crime to change your mind

When the kitchen sinks
When the sugar winks
When the doctor calls
When Niagara falls

I'm a wayward Tom
I'm a silver streak
And the walls have ears, but the walls don't speak
We're gonna make it after all
I don't need to know who's right or wrong
Its not a crime to change your mind

Don't need to know
Don't need to know",1564874,en,https://assets.genius.com/images/default_cover_image.png?1697817458
No less,rap,Lowkey,2019,69,Ft DRAMABOI & MJ DON TRIP,"Verse

Lowkey

Yoo I'm Finally Back I've been Gone For A While Now
Better Flow Better Raps Better Style Now
OG Niggas Never Get Washed Up
I'm ahead of the time they'll never catch up
It's Funny How I'm Lost In My Own Clout
Contiplating On How To Do My Next Sound
I'm Back On My Feet Nigga Now It's Show Time
Done Dropped Alot Of Tears For Me To slow Down
I Can't Wait Till My Shows Get Sold Out
Everybody Out Here tryna Make Their Momma Proud
I just Wanna Get Her An Audi Or A Benz Truck
Dreams Of A Little Boy From The Dirt Bruh
I'm The Man With A Plan
Catch Me Around The Kasi Manuvering With A Van
Ilbe Tryna Utilize Bro Looking At The Map
Man I've Been A Visualiser Since Way No Cap
I'm Always On My Feet & My Mind It's On The Bag
I'm Tired Of Being Broke Dwag I'm Tired Of Being Depressed
I Wanna Flip The Bread So I Can Spend It In Advance
Bannerman Told Me That I'm Gold And It's Facts
I'm Tryna Find A Way But Sometimes I Oppressed
Sometimes I Feel Low Sometimes I Feel Blessed
Sometimes I Feel Like Life Ee Mover Ka Reverse When I Can Appreciate Because Things Can Be Worse
Bona I'm Not Here To Settle For Nothing Less
I'm Here To Raise The Bots Flag & That's A Real Gag
This Are The Repurcusion Of Drowning In My Element
I Just Wanna See A Change Bro Fuck The Baby Steps
Bridge

MJ Don trip

Ntombezana enemibraa
Oshayi round & touch your toes
Oo lalelang ntwana o lalelang
Ooo lalelang shayi number number

Hook

MJ don trip

Posted with my niggas in the block
We ain't even have no stress we ain't getting no less
Money on my mind all day & sometimes I even dream about the cash we ain't getting no less
Got the whole game on smash this ain't no luck in blessed we ain't getting no less
If I tell my bro shoot then he stretching he ain't even ask no question we getting
We ain't getting no less we getting no less nigga we ain't get no less we ain't get no less X2


Verse 2

Dramaboi

Niggas Wanna Buy My Soul
Keba chaetse never bae reka
I can't trust this niggas ke mekwepa
Barata ambition yaa morepa
Let me do this shit for mazoti
Re tlhakanela kobo yaaa bogosi
You niggas hating on me go maobvi
Gabanke baaa nkopella legofi
I don't give a fuck about the trophy
Ketswere yellow bone amakhosi
Nkoko never raised no Tsotsi
Nna ke OG no copy
Gake dropper album get a copy
You got beef tlakeeje stocki
Chilling at the top like spoti
I got a bad bitch ke mpopi

Bridge

Ntombezana enemibra
Oshayi round & touch your toes
Oo lalelang ntwana ooo lalelang oo lalelang
Shayi number number

Hook
Posted with my niggas in the block
We ain't even have no stress we ain't getting no less
Money on my mind all day & sometimes I even dream about the cash we ain't getting no less
Got the whole game on smash this ain't no luck in blessed we ain't getting no less
If I tell my bro shoot then he stretching he ain't even ask no question we getting
We ain't getting no less we getting no less nigga we ain't get no less we ain't get no less X2",4876691,en,https://images.genius.com/4359828eb551e532d2d712c489a2253a.512x512x1.jpg
